Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
09:06.2,42.7072,13.1553,11.7,2.4,0.150765679
09:19.6,43.0568,13.0835,7.4,2.7,0.150775679
13:13.5,42.8147,13.0592,9.9,2.3,0.150785679
15:07.8,43.0718,13.085,10.7,2.4,0.150795679
16:09.4,42.778,13.2108,10.8,2.1,0.150805679
24:16.0,42.9397,13.2147,7.7,3.2,0.150815679
25:44.1,42.8267,13.1363,9.6,2.4,0.150825679
28:36.6,42.6862,13.2023,12,2.2,0.150835679
38:40.7,42.7242,13.1742,8.8,2.2,0.150845679
41:04.3,42.7768,13.1072,10,2.7,0.150855679
46:17.6,42.882,13.1088,10.3,2.4,0.150865679
47:05.9,42.9307,13.0467,10.5,2.3,0.150875679
48:14.7,42.8027,13.1407,10.5,2.4,0.150885679
49:03.5,42.7248,13.114,14.3,2.3,0.150895679
51:37.2,42.8923,13.2022,7.9,2.8,0.150905679
55:16.7,42.6845,13.2013,11.2,2.5,0.150915679
58:00.8,42.8897,13.2105,8.2,2.3,0.150925679
01:49.8,42.8112,13.0988,9.5,2.2,0.150935679
04:28.0,42.8393,13.0668,10.4,2,0.150945679
06:25.1,42.8893,13.0452,9.8,2.1,0.150955679
09:09.8,42.8923,13.1818,14.5,3,0.150965679
10:48.6,42.7777,13.0518,11.3,2.4,0.150975679
13:11.4,42.9293,13.201,8.3,2.4,0.150985679
13:46.0,42.9397,13.2032,10.9,2.3,0.150995679
14:58.2,42.9575,13.2003,7.4,2.3,0.151005679
16:06.1,42.8703,13.1572,11.7,2.8,0.151015679
17:13.1,42.9032,13.1465,8.7,2.8,0.151025679
22:53.0,42.7277,13.2132,9.9,2.6,0.151035679
31:48.9,42.8032,13.205,9.6,2.2,0.151045679
34:55.5,42.6927,13.2733,10,2.5,0.151055679
35:23.6,42.8952,13.007,10.1,2.6,0.151065679
39:41.7,42.8312,13.2078,6.4,2.4,0.151075679
40:13.2,42.7627,13.0582,10.2,2.5,0.151085679
43:20.0,42.7157,13.1832,10.2,2,0.151095679
47:48.1,42.9193,13.1485,9.7,2.5,0.151105679
48:30.0,42.8018,13.1213,9.1,2.6,0.151115679
50:10.6,42.8267,13.1363,10,2.3,0.151125679
54:07.5,42.8965,13.1648,8.9,2.1,0.151135679
55:18.9,42.8912,13.0942,7.9,2,0.151145679
00:56.0,42.8775,13.1145,10,2.1,0.151155679
04:57.6,42.8017,13.071,11.1,2,0.151165679
07:10.2,42.8225,13.227,10.2,2.3,0.151175679
10:05.8,42.7777,13.0562,11,2.3,0.151185679
11:50.1,42.829,13.2273,9.1,2.6,0.151195679
13:52.0,42.7827,13.1197,10.4,2.2,0.151205679
16:01.4,42.8853,13.2012,7.5,2.3,0.151215679
19:52.7,42.8217,13.1333,9.4,2.8,0.151225679
24:53.2,42.8058,13.0477,10.7,3.3,0.151235679
33:12.8,42.8637,13.1012,9.9,2.1,0.151245679
34:19.4,43.0257,13.0988,6.6,2.1,0.151255679
35:40.5,42.858,13.2197,8.7,2.2,0.151265679
41:31.2,42.7957,13.1067,10.6,2.8,0.151275679
43:07.7,42.7958,13.1387,9.9,2,0.151285679
44:35.6,42.801,13.2113,8.1,2.5,0.151295679
45:26.5,42.8458,13.0378,10.6,2.5,0.151305679
46:45.8,42.9172,13.1143,10.8,2,0.151315679
49:28.5,42.7158,13.2623,12.1,2.6,0.151325679
51:40.2,42.9828,13.0692,10.2,2.2,0.151335679
53:30.7,42.8867,13.1622,9.3,2.6,0.151345679
55:06.1,42.8027,13.1458,8.9,2,0.151355679
56:40.6,42.7703,13.1733,11.2,2.4,0.151365679
58:16.2,42.7667,13.095,10.8,2.3,0.151375679
59:45.3,42.9002,13.1717,6.9,2,0.151385679
07:17.1,42.6717,13.2658,11,2.6,0.151395679
09:23.7,42.8642,13.1018,9.4,2.4,0.151405679
17:52.7,42.5872,13.3562,19,2.2,0.151415679
20:24.5,42.7297,13.1898,10.1,2.3,0.151425679
21:31.3,42.8227,13.1983,13.1,2.5,0.151435679
27:01.2,42.8432,13.1238,7.8,2.3,0.151445679
39:52.5,42.7163,13.2803,12.4,2.5,0.151455679
41:48.8,42.8402,13.2168,7.9,2.4,0.151465679
49:23.8,42.8898,13.0335,10.2,2.5,0.151475679
52:41.2,42.9092,13.0663,11.1,2.4,0.151485679
55:53.8,42.9458,13.1988,7.2,3.2,0.151495679
01:59.1,42.8317,13.0227,10.7,2.1,0.151505679
06:36.7,42.8052,13.1325,11.5,2.6,0.151515679
09:04.6,42.8923,13.0345,9.7,2.1,0.151525679
09:49.5,42.9537,13.1945,8.6,2.5,0.151535679
10:20.7,42.9548,13.1957,8.4,2.8,0.151545679
14:13.4,42.8788,13.2088,8.6,2.1,0.151555679
16:40.8,42.7592,13.1723,9.9,2.3,0.151565679
21:57.7,42.8548,13.2052,7.9,2.5,0.151575679
24:57.1,42.8125,13.1002,10,2.4,0.151585679
27:37.6,42.811,13.1427,10.8,2.7,0.151595679
28:04.2,42.9527,13.1983,9.1,3,0.151605679
29:34.6,42.8798,13.0947,10.5,2.4,0.151615679
36:36.2,42.8542,13.0842,9.3,3.2,0.151625679
40:34.0,42.931,13.0588,10,3.1,0.151635679
43:17.0,42.8108,13.1277,11.1,2.2,0.151645679
44:14.6,42.7025,13.1332,14.5,2,0.151655679
46:58.3,42.7558,13.2135,10.2,2,0.151665679
48:19.0,42.8083,13.1307,10.6,2.2,0.151675679
53:49.5,42.9423,13.1868,6.5,2,0.151685679
56:36.9,42.8172,13.1642,10.1,2.6,0.151695679
00:14.0,42.9648,13.1518,10.3,2.8,0.151705679
01:37.4,42.828,13.2257,8.4,2.2,0.151715679
04:19.5,42.7893,13.1702,9.7,2,0.151725679
05:27.1,42.787,13.1257,10.6,2.3,0.151735679
15:25.6,42.9317,13.212,10.2,2.4,0.151745679
16:46.9,42.9313,13.0563,9.3,2.8,0.151755679
22:09.3,42.9278,13.0198,10.9,2.2,0.151765679
26:41.8,42.7095,13.2505,12.6,2.2,0.151775679
30:34.8,42.9018,13.1888,8.5,2,0.151785679
34:30.1,42.7427,13.2163,10.3,2.2,0.151795679
37:38.3,42.7522,13.1755,9.3,2.5,0.151805679
44:45.2,42.9218,13.108,10.9,2.4,0.151815679
45:20.2,42.9707,13.0602,9.5,2.4,0.151825679
46:14.5,42.7965,13.1085,10.2,2,0.151835679
50:03.0,42.8117,13.125,10.7,2.2,0.151845679
53:23.9,43.0052,13.1402,9.5,2.1,0.151855679
55:08.2,42.7012,13.2593,11.5,2.1,0.151865679
59:01.1,42.8748,13.1112,10.5,2.1,0.151875679
02:31.2,42.701,13.2098,12.9,2.2,0.151885679
13:42.0,42.7422,13.2492,12.1,2.4,0.151895679
17:31.6,42.7962,13.1802,10,2.1,0.151905679
17:43.6,42.8832,13.2172,7.1,2.8,0.151915679
25:00.9,42.7927,13.1445,10.1,2.3,0.151925679
32:20.8,42.8083,13.1097,11.1,2.2,0.151935679
34:44.6,42.798,13.1812,10,3,0.151945679
35:48.5,42.663,13.2165,11.4,3.2,0.151955679
36:47.6,42.8328,13.0898,11.2,2.3,0.151965679
42:18.4,42.8107,13.0958,10,2.2,0.151975679
44:09.9,42.775,13.0317,10.4,3.2,0.151985679
46:32.2,42.9088,13.2062,9.3,2.5,0.151995679
50:31.1,42.5958,13.3132,10.1,2.4,0.152005679
55:19.1,42.7653,13.054,10.9,2,0.152015679
56:28.5,42.8003,13.0568,9.7,2,0.152025679
00:21.8,42.986,13.1475,8.9,3,0.152035679
01:46.7,43.0182,13.0578,8.8,2.4,0.152045679
04:10.5,42.8802,13.2072,8.4,2.1,0.152055679
05:34.3,42.777,13.0318,10.3,2.2,0.152065679
09:51.5,42.8713,13.2333,9.8,2,0.152075679
16:12.3,42.8788,13.0753,9.4,2.3,0.152085679
19:05.7,42.9087,13.3088,24.6,3.7,0.152095679
21:25.8,42.908,13.3197,24.3,2.1,0.152105679
21:47.8,42.9087,13.3317,25.5,2.3,0.152115679
23:02.4,42.9458,13.2098,8.8,2.2,0.152125679
24:56.5,42.8182,13.0517,9.8,2,0.152135679
27:58.5,43.0448,13.1352,8.4,2.4,0.152145679
39:03.6,42.7873,13.1443,9.9,2.5,0.152155679
41:27.3,42.9027,13.3113,24.7,3.2,0.152165679
47:24.6,42.8423,13.0902,9.4,2.2,0.152175679
48:13.0,42.7893,13.1923,11.3,2,0.152185679
51:35.3,43.0172,13.0732,9.7,2.1,0.152195679
53:23.4,42.7107,13.1118,11.2,2.8,0.152205679
58:44.2,42.9437,13.1772,9.5,2.1,0.152215679
02:35.7,42.8552,13.0462,10.3,2.1,0.152225679
09:15.3,42.5843,13.3522,19.4,3.1,0.152235679
10:13.8,42.7833,13.1077,12.3,2.6,0.152245679
14:56.7,42.8113,13.1132,10.5,2.2,0.152255679
16:50.7,42.5608,13.3538,13.5,2.4,0.152265679
19:34.2,42.8913,13.0825,19,2.2,0.152275679
23:35.9,42.7477,13.276,12,2.3,0.152285679
30:12.0,42.8463,13.061,14.9,2.2,0.152295679
34:24.4,43.0603,13.0712,9.5,2.3,0.152305679
34:56.0,42.7735,13.1793,10.6,2.3,0.152315679
35:58.5,42.9167,13.0277,10.1,2.3,0.152325679
37:07.2,42.8222,13.1908,13.8,2.3,0.152335679
43:19.1,42.6943,13.2523,11.8,2.5,0.152345679
46:00.1,42.6967,13.2543,12.4,2.4,0.152355679
55:41.7,42.7758,13.1443,11.2,3,0.152365679
57:40.5,42.8462,13.0372,10.5,2.2,0.152375679
08:31.1,42.976,13.1017,12.1,2.2,0.152385679
14:36.2,43.026,13.0797,11.2,2.7,0.152395679
16:42.4,42.7902,13.2668,6.3,2,0.152405679
23:02.9,42.9193,13.2063,9.5,2,0.152415679
26:39.4,42.7327,13.2587,9.3,2.3,0.152425679
30:37.8,43.0317,13.1027,7.9,2.7,0.152435679
35:40.2,42.8068,13.1147,9.9,2,0.152445679
38:43.3,42.7507,13.1223,10.2,2.6,0.152455679
39:26.9,43.0633,13.1053,20.2,2.4,0.152465679
40:54.1,42.7072,13.2318,10.7,2.4,0.152475679
42:50.4,42.7472,13.2043,10.4,2.7,0.152485679
44:17.4,43.0133,13.1378,8.1,2.6,0.152495679
44:57.7,43.0042,13.1348,7.2,2,0.152505679
54:15.9,42.7645,13.1553,11.8,2.7,0.152515679
00:17.0,42.8062,13.1137,10.7,2.2,0.152525679
02:08.7,42.8987,13.1483,11.1,2.3,0.152535679
03:51.5,42.871,13.0562,10,2.1,0.152545679
05:52.9,42.8592,13.2107,8.2,2.7,0.152555679
06:57.2,42.6868,13.2257,12.4,2.2,0.152565679
12:09.7,42.9868,13.1248,5.8,2.4,0.152575679
14:20.7,42.9408,13.1512,10.1,2.2,0.152585679
15:33.7,42.867,13.0292,10.4,2,0.152595679
17:43.6,42.7302,13.1998,10.8,2.3,0.152605679
18:37.9,42.7277,13.2683,12.9,2.1,0.152615679
18:56.2,42.8882,13.216,8.2,2.5,0.152625679
22:41.4,42.7758,13.1142,10.1,2,0.152635679
23:23.9,42.885,13.075,12,2.1,0.152645679
36:05.5,43.0085,13.1428,9.4,3.6,0.152655679
43:33.3,43.0138,13.14,8.2,3.2,0.152665679
45:47.6,43.0142,13.1407,8.2,2.2,0.152675679
56:17.5,42.9272,13.015,11,2.1,0.152685679
56:40.1,42.8597,13.1888,10.2,2.3,0.152695679
00:22.9,42.8015,13.1178,10.7,2.1,0.152705679
08:44.5,42.6263,13.2857,8.2,2.4,0.152715679
16:15.5,42.7452,13.1192,8.5,2.4,0.152725679
16:55.7,42.871,13.1807,10.7,2.1,0.152735679
21:17.1,42.9862,13.0827,13.9,2.1,0.152745679
22:13.6,42.6962,13.1533,11.5,2.2,0.152755679
25:20.0,42.9598,13.1192,8.9,2.2,0.152765679
27:14.9,42.9348,13.2132,9,2.2,0.152775679
32:50.8,42.9018,13.0487,9.7,3.1,0.152785679
35:51.6,42.8505,13.2252,8.5,2.2,0.152795679
36:54.3,42.8117,13.0947,10.3,2.2,0.152805679
42:11.4,43.0525,13.097,9.2,2.3,0.152815679
44:42.3,42.8998,13.1903,7,2.1,0.152825679
45:29.4,42.9383,13.1565,9.6,2,0.152835679
56:39.6,42.9995,13.1583,9.9,4.8,0.152845679
00:22.9,43.0098,13.1503,9.8,3.2,0.152855679
01:26.6,43.0077,13.1338,7.6,3.3,0.152865679
03:08.3,42.6388,13.1753,15.7,2.5,0.152875679
04:31.9,42.961,13.1783,8.2,2.8,0.152885679
05:52.9,42.8008,13.0962,10.3,2.2,0.152895679
07:24.2,42.9912,13.1492,9.6,3.5,0.152905679
11:03.5,42.951,13.1827,9.3,2.1,0.152915679
14:38.2,42.9797,13.1615,9.3,2.1,0.152925679
18:33.6,43.034,13.0807,3.9,2,0.152935679
21:32.1,42.7955,13.1722,14.6,2.1,0.152945679
23:38.9,42.7727,13.1455,10.6,2.2,0.152955679
36:16.1,42.7842,13.1378,14.8,2,0.152965679
38:21.4,42.8712,13.2023,8.6,2.7,0.152975679
39:42.8,42.747,13.1118,14.4,2,0.152985679
42:51.1,42.9473,13.1748,8.8,2.2,0.152995679
46:37.6,42.9108,13.1237,8.8,2.1,0.153005679
48:29.0,42.8172,13.0807,10.8,2.8,0.153015679
51:33.8,42.9472,13.1758,9.5,2.3,0.153025679
54:03.4,42.8157,13.0897,10.1,2.4,0.153035679
58:20.3,42.8425,13.0575,9.6,2.3,0.153045679
06:35.1,43.018,13.1462,8.6,2,0.153055679
09:37.3,42.7365,13.2063,9.9,2.5,0.153065679
10:24.9,42.7302,13.1783,7.4,2.2,0.153075679
11:42.5,43.0102,13.1187,8.9,2.3,0.153085679
17:27.5,42.597,13.2377,10.9,2.4,0.153095679
19:56.9,42.7702,13.1835,10.2,2.1,0.153105679
22:10.9,42.8527,13.2188,9.9,2.6,0.153115679
27:18.6,42.8212,13.1397,11.1,2.5,0.153125679
34:12.2,42.7467,13.2032,9.7,2.2,0.153135679
37:13.8,42.7213,13.2648,11.3,2.3,0.153145679
44:41.0,42.8095,13.1253,11.1,2,0.153155679
49:52.7,42.7812,13.126,11.1,2,0.153165679
51:44.2,42.7905,13.1118,10.2,2.6,0.153175679
55:31.4,42.909,13.3385,23.8,2,0.153185679
01:57.5,42.8582,13.1245,14.4,2.6,0.153195679
08:44.4,42.8048,13.286,9.8,2.2,0.153205679
09:53.8,42.8213,13.063,10.1,2.2,0.153215679
15:40.8,42.7713,13.1348,11.1,2.5,0.153225679
16:03.0,42.7025,13.2298,12.1,2.7,0.153235679
18:52.6,42.8373,13.0573,10.1,2.3,0.153245679
22:44.3,42.8117,13.1532,9.9,2.2,0.153255679
24:43.1,43.0402,13.0968,8.4,2.4,0.153265679
28:30.4,42.804,13.0342,10.3,2.1,0.153275679
31:54.0,42.7968,13.1435,10,2.8,0.153285679
34:23.1,42.8897,13.1333,10.9,2.5,0.153295679
46:22.4,42.7628,13.1875,11.1,2.2,0.153305679
00:28.3,42.8705,13.1187,7.5,2.4,0.153315679
02:31.4,42.8722,13.1287,9.7,2.6,0.153325679
09:48.7,42.7748,13.0848,10.8,2,0.153335679
12:14.3,42.942,13.2075,9.3,2.2,0.153345679
13:15.2,42.7968,13.1453,10.7,2.4,0.153355679
22:23.8,42.7958,13.1073,10.7,2.1,0.153365679
29:43.8,42.9628,13.174,8.9,2.1,0.153375679
32:43.5,42.7342,13.2063,11.7,3.2,0.153385679
34:42.5,42.6058,13.2303,11,2,0.153395679
38:02.6,42.9487,13.1357,8.5,2.6,0.153405679
40:40.1,42.8573,13.0407,10,2.8,0.153415679
41:51.5,42.6858,13.1525,13.2,3.2,0.153425679
54:26.6,42.8002,13.1862,8.9,3,0.153435679
56:55.0,42.7633,13.1393,17.8,2,0.153445679
00:53.2,42.703,13.186,11.6,2,0.153455679
04:34.8,42.9158,13.1403,10.3,2.6,0.153465679
11:22.3,42.8222,13.1645,8.6,2.3,0.153475679
12:36.0,42.9308,13.2072,8.9,2.1,0.153485679
16:04.2,42.8062,13.118,10.5,2.4,0.153495679
16:54.7,42.7742,13.1697,9.7,2.4,0.153505679
18:23.7,42.701,13.215,11.1,2.3,0.153515679
18:50.2,42.8948,13.1405,8.9,2,0.153525679
21:13.1,42.8288,13.1713,10,2,0.153535679
26:17.6,42.7998,13.1798,9.6,2.1,0.153545679
31:51.1,42.7998,13.1248,10.3,2.2,0.153555679
34:10.6,42.8168,13.0482,9.9,2.1,0.153565679
36:45.8,42.8618,13.0162,11.2,2,0.153575679
37:22.8,42.8517,13.0382,10.3,2,0.153585679
39:10.6,42.7272,13.0273,10.5,2.6,0.153595679
40:13.7,42.8378,13.0468,10.7,2.4,0.153605679
42:20.3,42.8683,13.0638,9.7,2.2,0.153615679
47:48.4,42.8008,13.0995,10.8,2.1,0.153625679
49:59.6,42.8947,13.1942,7.4,2.5,0.153635679
54:30.2,42.7132,13.2117,9.4,2.7,0.153645679
11:00.0,42.7273,13.1727,10,2.5,0.153655679
11:52.6,42.9015,13.159,9.1,3,0.153665679
13:47.3,42.8238,13.2947,10.2,2,0.153675679
15:37.6,42.7733,13.1788,10,2,0.153685679
25:19.3,42.7383,13.191,9.8,2.5,0.153695679
33:01.3,42.8993,13.0398,10.1,2.9,0.153705679
34:00.1,42.8067,13.133,10.9,2.7,0.153715679
35:58.1,42.9045,13.202,9.2,2.7,0.153725679
38:06.1,42.9077,13.1403,11,2,0.153735679
39:10.0,42.9698,13.1497,2.2,2.2,0.153745679
41:52.2,42.74,13.24,10.5,2.1,0.153755679
46:04.6,42.9132,13.2022,9,2.2,0.153765679
50:43.3,42.9313,13.177,15.3,2.1,0.153775679
53:26.6,42.8918,13.0148,10.7,2,0.153785679
59:23.8,42.8102,13.2042,9.6,2.1,0.153795679
18:31.2,42.9128,13.1377,9.3,2.1,0.153805679
31:06.3,42.7677,13.1427,10.1,2.2,0.153815679
33:46.4,42.8592,13.0438,10.1,2.3,0.153825679
38:08.8,42.8847,13.0877,10.7,2.1,0.153835679
39:10.4,42.7853,13.1602,9.6,2.1,0.153845679
40:33.0,42.7423,13.2003,10.2,2.4,0.153855679
43:24.0,42.787,13.1332,11.1,2,0.153865679
45:16.6,42.8528,13.1473,10.7,2.6,0.153875679
49:12.0,42.6833,13.198,13,2.1,0.153885679
54:19.2,42.9858,13.1305,9.2,2.9,0.153895679
55:58.1,42.8285,13.0587,10.7,2.4,0.153905679
00:24.6,42.7148,13.2107,13.3,2.1,0.153915679
03:31.2,43.0577,13.075,9.3,2.6,0.153925679
05:30.5,42.9078,13.2052,8.9,2.4,0.153935679
09:10.8,42.8543,13.0435,9.4,2.3,0.153945679
09:33.9,42.7802,13.2127,9.9,2.6,0.153955679
13:43.5,42.9047,13.1693,8.9,3.6,0.153965679
20:22.9,42.9027,13.1668,7.3,2,0.153975679
28:56.9,42.8112,13.0977,9.3,2.4,0.153985679
30:03.0,42.723,13.2107,10.2,2.6,0.153995679
31:02.1,42.824,13.0037,9.8,2,0.154005679
37:18.2,42.8013,13.1388,10.2,2.1,0.154015679
44:13.8,42.9267,13.0258,10.9,2.1,0.154025679
46:11.9,42.8583,13.0447,10,3,0.154035679
53:39.1,42.7348,13.1457,9.5,2.4,0.154045679
54:42.3,42.7427,13.2748,8.5,2.1,0.154055679
00:50.2,42.8042,13.1308,10.7,2.3,0.154065679
00:59.4,42.7948,13.1053,11.6,3.3,0.154075679
08:32.3,42.8992,13.1542,9,2,0.154085679
08:58.3,42.8283,13.0612,11.1,2.3,0.154095679
13:24.5,42.9143,13.2332,10.6,2.1,0.154105679
13:53.3,42.8172,13.1302,12.5,2.3,0.154115679
15:38.1,42.8503,13.0995,9.8,2.4,0.154125679
24:47.0,42.982,13.1435,8.7,2.1,0.154135679
29:55.9,42.8928,13.0492,10.3,2.5,0.154145679
30:30.4,42.9328,13.2082,9.2,3.2,0.154155679
33:50.6,42.9152,13.1415,8.6,2.5,0.154165679
39:49.5,42.7547,13.123,7.5,2.4,0.154175679
42:07.4,42.8852,13.027,10.5,2.2,0.154185679
43:31.6,42.77,13.1552,13.3,2.6,0.154195679
44:18.4,42.7912,13.0787,10.4,2.6,0.154205679
52:35.5,42.7005,13.1522,13.5,2.2,0.154215679
02:40.0,42.7253,13.2003,10.5,2,0.154225679
04:34.6,42.8802,13.0763,11.3,3.1,0.154235679
05:34.4,42.8017,13.0993,10.7,3.3,0.154245679
06:59.8,42.8067,13.0992,13,2.1,0.154255679
10:57.2,42.9777,13.1752,9.7,2.2,0.154265679
24:25.5,42.8307,13.0922,11.1,2.2,0.154275679
27:52.9,42.7152,13.2648,12.8,2,0.154285679
28:19.2,42.7143,13.1883,8.7,2.3,0.154295679
30:57.5,42.9178,13.222,10.5,2.3,0.154305679
31:48.3,42.7658,13.2218,12.6,2.6,0.154315679
32:49.6,42.8838,13.0697,10.3,2.5,0.154325679
36:19.7,42.832,13.0558,10.2,2.4,0.154335679
37:05.8,42.7503,13.2662,11.5,2.3,0.154345679
59:13.0,42.8057,13.1353,10.2,3.5,0.154355679
02:54.1,42.8117,13.1273,10.8,3.8,0.154365679
03:07.6,42.8023,13.1598,9.2,3.9,0.154375679
06:22.1,42.8965,13.3172,24.4,3.2,0.154385679
12:23.0,42.9705,13.1823,9.3,2.1,0.154395679
27:22.0,42.5923,13.2298,13.8,2.3,0.154405679
28:25.9,42.7943,13.1222,10.4,2.8,0.154415679
35:37.7,42.7823,13.1348,10.6,2.1,0.154425679
44:31.7,42.8893,13.0763,9.6,2.1,0.154435679
47:50.9,42.7288,13.2203,10,3.4,0.154445679
49:51.2,42.9153,13.18,10.6,2.2,0.154455679
58:08.0,42.7992,13.1398,10.5,2,0.154465679
03:20.5,42.8013,13.032,10.3,3.7,0.154475679
06:10.7,42.7687,13.1447,11.1,2.3,0.154485679
08:54.2,42.981,13.1225,9.6,2.3,0.154495679
10:52.1,42.7585,13.1393,11.4,2.2,0.154505679
17:01.9,42.9195,13.0552,11.5,2,0.154515679
19:38.1,42.7432,13.3323,12.9,2,0.154525679
20:31.0,42.7948,13.1907,10.1,2.2,0.154535679
21:15.2,42.8712,13.0522,10.4,2.2,0.154545679
28:54.8,42.7332,13.2092,10.9,2.5,0.154555679
30:02.1,42.8423,13.0343,10.9,2.4,0.154565679
43:08.0,42.6808,13.2122,13.3,2.4,0.154575679
46:55.6,42.7507,13.1887,10.2,2.3,0.154585679
57:55.3,42.7922,13.1443,10.8,2.3,0.154595679
13:52.1,42.9062,13.2083,7.9,2.1,0.154605679
14:31.3,42.8903,13.0408,10.7,2,0.154615679
15:31.9,42.8382,13.1105,10.5,2.1,0.154625679
23:57.1,42.7457,13.1537,16.9,2,0.154635679
25:30.5,42.9252,13.1407,9.3,2.1,0.154645679
26:14.5,42.9168,13.1978,10.8,2.1,0.154655679
37:07.2,42.7637,13.1572,10,2.4,0.154665679
38:20.8,42.92,13.2017,9,3.1,0.154675679
46:26.3,43.0148,13.1383,9.7,3.1,0.154685679
49:48.0,42.6782,13.1913,13.7,2.2,0.154695679
56:09.4,42.8477,13.0603,10.9,2.1,0.154705679
04:43.9,42.9332,13.109,10,2.5,0.154715679
06:48.1,43.0497,13.0877,5.9,2,0.154725679
07:48.1,42.8075,12.954,10.8,2.3,0.154735679
11:46.0,42.7228,13.2222,12.4,2.2,0.154745679
16:50.0,42.8337,13.1057,10,2.2,0.154755679
17:33.5,42.6778,13.2293,13,2.2,0.154765679
25:04.0,42.8423,13.0725,11.4,2,0.154775679
27:23.7,42.8615,13.2382,10.3,2,0.154785679
40:04.5,42.7128,13.1477,11.2,2.3,0.154795679
41:35.7,42.756,13.2713,14.2,2,0.154805679
42:34.4,42.7753,13.1732,11,2.1,0.154815679
54:20.6,42.9058,13.1113,11,2.1,0.154825679
02:18.4,42.6463,13.3193,4.9,2.8,0.154835679
03:34.9,42.7648,13.1668,11,2.5,0.154845679
06:06.6,42.8125,13.1137,10.6,2.1,0.154855679
07:39.9,42.8052,13.1432,10.6,2.3,0.154865679
22:04.8,42.8207,13.2547,20.7,2.2,0.154875679
29:53.9,42.8615,13.1897,10.5,2,0.154885679
32:38.7,42.6892,13.231,12.5,2.1,0.154895679
36:18.3,42.8697,13.0582,13.6,2.2,0.154905679
37:16.9,42.7197,13.1927,10.4,2.9,0.154915679
52:08.1,42.7933,13.1187,12.8,2,0.154925679
55:36.5,42.9063,13.1978,8.3,2,0.154935679
57:38.0,42.7993,13.0933,11.9,2.3,0.154945679
59:27.7,42.7997,13.2083,10.2,2.1,0.154955679
01:07.3,42.9082,13.1782,13.2,2.8,0.154965679
02:00.2,42.7118,13.1962,18.1,2.3,0.154975679
09:45.2,42.9377,12.7762,14.9,2.2,0.154985679
32:38.4,42.701,13.2657,10.4,2.5,0.154995679
33:20.1,42.6865,13.2035,12.4,2.5,0.155005679
37:36.8,42.9138,13.1018,11.9,2.4,0.155015679
42:48.8,42.8022,13.1015,10.4,2.1,0.155025679
00:10.7,42.8883,13.1758,13.2,2,0.155035679
04:07.0,42.7117,13.2732,12.9,2.1,0.155045679
10:54.9,42.7517,13.0828,10.4,2,0.155055679
19:16.2,42.7165,13.1977,14.8,2.2,0.155065679
20:51.0,42.7972,13.1202,15.4,2.1,0.155075679
24:11.1,42.8023,13.1707,9.1,2.1,0.155085679
30:56.2,42.7308,13.176,10.9,2,0.155095679
32:04.7,42.8082,13.1357,10.5,2.1,0.155105679
34:36.9,42.8788,13.0978,8.9,2.1,0.155115679
38:29.0,42.7563,13.2247,12.3,2.1,0.155125679
40:41.4,42.6867,13.2287,14.6,2.1,0.155135679
43:31.6,42.8048,13.1523,10.2,2.2,0.155145679
44:12.9,42.8575,13.224,9.5,2,0.155155679
53:20.7,42.7733,13.2093,9.6,2,0.155165679
01:44.2,42.7443,13.2505,13.6,2,0.155175679
03:32.8,42.8147,13.1462,10.9,2.6,0.155185679
04:19.3,43.0108,13.0767,9.6,2.4,0.155195679
16:53.4,42.7483,13.1913,10,2,0.155205679
23:50.8,42.9263,13.2088,9.2,2.4,0.155215679
25:34.4,42.7518,13.2033,9.2,2,0.155225679
31:40.5,42.6822,13.2355,11.5,2,0.155235679
34:10.8,42.8942,13.2467,16.5,2.2,0.155245679
39:53.2,43.0328,13.077,9.1,2.8,0.155255679
49:43.4,42.8753,13.2112,6.4,2.2,0.155265679
51:08.4,42.5417,13.229,12.2,2.6,0.155275679
54:23.1,42.7987,13.1018,10.3,2,0.155285679
55:41.3,42.8587,13.0423,8.5,2.3,0.155295679
57:27.7,42.7927,13.0377,10.5,2.7,0.155305679
04:31.2,43.0262,13.1132,5.2,2.4,0.155315679
08:14.7,42.8017,13.0347,10.6,2.1,0.155325679
14:08.6,42.8997,13.3157,24.5,2.7,0.155335679
14:50.8,42.7147,13.2552,10.1,2.2,0.155345679
19:43.3,42.9107,13.1993,9.1,2.9,0.155355679
26:26.2,42.8052,13.1928,4.9,2,0.155365679
32:13.8,42.905,13.0007,10.8,2.1,0.155375679
37:10.2,42.7962,13.0443,10,2.6,0.155385679
48:22.2,42.8195,13.1093,11.9,2.1,0.155395679
54:54.2,42.733,13.2182,11.1,2.4,0.155405679
56:55.6,43.0332,13.0783,9.2,2,0.155415679
16:48.2,42.7998,13.1362,10,2.1,0.155425679
21:45.8,42.9042,13.2123,9.3,2.4,0.155435679
25:18.6,42.9152,13.0438,11.1,2,0.155445679
27:37.2,42.9178,13.0558,10.6,2.2,0.155455679
31:00.3,42.8417,13.2457,13.5,2.1,0.155465679
32:15.4,43.0772,13.0743,8.9,2.8,0.155475679
34:11.0,42.8707,13.1243,8.5,2.5,0.155485679
38:46.3,42.8008,13.1037,11.1,2.3,0.155495679
39:36.2,42.9038,13.1947,8.1,2.4,0.155505679
40:54.9,42.7527,13.2148,9.2,2.1,0.155515679
47:09.1,42.8572,13.0353,9.7,2.4,0.155525679
