Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
30:52.5,43.0718,13.0613,8.8,2.1729662944151737,0.150185679
35:53.6,42.8795,13.1853,8.2,2.271960051834393,0.150195679
41:48.7,42.8057,13.178,8.6,2.8222149561839127,0.150205679
43:06.1,42.8463,13.1572,10.5,2.968612927369671,0.150215679
51:29.1,42.7902,13.0652,9.3,2.9512185645759668,0.150225679
55:07.9,42.9272,13.0307,16.0,2.328379736230847,0.150235679
59:16.6,42.8902,13.0652,10.0,2.5423115697577963,0.150245679
00:23.6,42.754,13.1942,10.5,2.362855940091103,0.150255679
02:48.1,42.9318,13.0397,11.1,3.1327450959534104,0.150265679
06:25.3,42.7447,13.1783,12.5,2.2155821667831854,0.150275679
14:44.5,42.765,13.0518,10.3,2.5749161067358126,0.150285679
16:45.5,42.8038,13.167,8.9,2.920658085983348,0.150295679
20:23.4,42.9388,13.2022,6.2,2.7703287129882335,0.150305679
26:14.1,42.7773,13.1927,10.2,2.0065893983392202,0.150315679
31:03.8,42.8313,13.0345,10.9,2.668450610862311,0.150325679
32:39.7,42.8652,13.0343,10.8,2.431855591644145,0.150335679
37:20.5,42.8093,13.2618,7.7,2.5720208551966817,0.150345679
40:31.2,42.9453,13.1968,7.8,3.0227170894570685,0.150355679
45:20.7,42.8225,13.1698,10.9,2.6466215447918504,0.150365679
46:25.4,43.0173,13.0802,9.3,2.911249402427678,0.150375679
52:42.5,42.8532,13.0163,10.6,2.529199958769376,0.150385679
58:19.7,42.7383,13.149,18.8,2.291349956503035,0.150395679
00:33.2,42.7913,13.1758,9.0,2.146839001919368,0.150405679
13:30.3,42.8993,13.1632,9.0,2.2694976140733782,0.150415679
23:15.7,43.0212,13.1158,9.4,2.0170848256260454,0.150425679
28:57.6,42.8307,13.1395,10.3,2.948483524466732,0.150435679
30:08.6,42.8552,13.0115,10.9,2.9497535047350834,0.150445679
33:01.4,43.0413,13.0725,8.3,3.180140622852462,0.150455679
33:25.4,42.7907,13.1537,8.7,3.083403181109493,0.150465679
36:53.1,42.8905,13.1883,10.0,2.7762398205221395,0.150475679
38:58.8,42.8227,13.045,9.6,2.0624646836964184,0.150485679
43:43.2,42.9495,13.1112,12.9,2.0278826419909937,0.150495679
47:57.5,42.8078,13.1503,11.2,3.031475295036371,0.150505679
48:56.9,42.7642,13.1538,10.1,2.9379716853711324,0.150515679
50:17.6,42.5322,13.2573,10.9,2.05940709219389,0.150525679
51:44.9,42.9517,13.1963,6.4,2.8356607676665506,0.150535679
55:17.4,42.7653,13.2162,11.0,3.083304613489579,0.150545679
56:46.1,43.0368,13.0998,6.9,2.239516747907254,0.150555679
58:01.1,42.7567,13.1983,9.9,2.473631678695653,0.150565679
02:18.0,42.7912,13.093,28.6,2.1118244770577554,0.150575679
04:36.1,42.8462,13.183,10.7,2.7708909090811007,0.150585679
05:36.4,42.691,13.1997,11.4,2.3278956562762025,0.150595679
11:23.5,42.7537,13.2612,11.1,2.3060285257151674,0.150605679
12:28.8,42.695,13.1982,11.4,2.6829008843994866,0.150615679
16:19.0,42.8672,13.1948,7.4,2.2861284735654697,0.150625679
18:22.3,42.6245,13.2633,12.2,2.152685846339513,0.150635679
23:28.1,42.9952,13.1327,7.8,2.9038309259893493,0.150645679
28:54.0,42.8228,13.1507,11.0,2.0304554096030087,0.150655679
30:35.3,42.7272,13.1917,9.0,2.0665494412193945,0.150665679
31:53.0,42.886,13.1608,7.5,2.6016415334686895,0.150675679
34:20.8,42.7297,13.1798,14.2,2.9782831961875025,0.150685679
36:26.7,42.7598,13.0902,11.1,2.4449880787413827,0.150695679
39:51.3,42.9197,13.1327,9.7,3.194305404554522,0.150705679
44:38.4,43.0607,13.0923,4.0,2.794102623243895,0.150715679
46:54.2,42.9288,13.2052,8.7,2.9453413294321313,0.150725679
53:52.9,42.7618,13.176,9.7,2.716875300433675,0.150735679
55:55.3,42.923,13.206,9.4,2.751227001020498,0.150745679
04:20.2,42.8588,13.2278,10.0,3.145609952710496,0.150755679
09:06.2,42.7072,13.1553,11.7,3.003837107383457,0.150765679
09:19.6,43.0568,13.0835,7.4,2.585349621662477,0.150775679
13:13.5,42.8147,13.0592,9.9,2.432944702400228,0.150785679
15:07.8,43.0718,13.085,10.7,2.9615018877186436,0.150795679
16:09.4,42.778,13.2108,10.8,2.671785182925039,0.150805679
24:16.0,42.9397,13.2147,7.7,3.013292220513393,0.150815679
25:44.1,42.8267,13.1363,9.6,2.209260473865786,0.150825679
28:36.6,42.6862,13.2023,12.0,2.3608860028758056,0.150835679
38:40.7,42.7242,13.1742,8.8,3.1290691996059197,0.150845679
41:04.3,42.7768,13.1072,10.0,3.1803506534563692,0.150855679
46:17.6,42.882,13.1088,10.3,3.0151586636431285,0.150865679
47:05.9,42.9307,13.0467,10.5,2.2845832787516667,0.150875679
48:14.7,42.8027,13.1407,10.5,2.760516213509799,0.150885679
49:03.5,42.7248,13.114,14.3,3.096752523547222,0.150895679
51:37.2,42.8923,13.2022,7.9,2.9222911824157176,0.150905679
55:16.7,42.6845,13.2013,11.2,2.0927795061198453,0.150915679
58:00.8,42.8897,13.2105,8.2,2.8465979961299075,0.150925679
01:49.8,42.8112,13.0988,9.5,2.044573770913505,0.150935679
04:28.0,42.8393,13.0668,10.4,2.9750864431465844,0.150945679
06:25.1,42.8893,13.0452,9.8,2.3154151817700104,0.150955679
09:09.8,42.8923,13.1818,14.5,2.190655773957293,0.150965679
10:48.6,42.7777,13.0518,11.3,2.915037772180664,0.150975679
13:11.4,42.9293,13.201,8.3,3.173853545398101,0.150985679
13:46.0,42.9397,13.2032,10.9,2.9748538110960645,0.150995679
14:58.2,42.9575,13.2003,7.4,2.6953972788704297,0.151005679
16:06.1,42.8703,13.1572,11.7,3.0238982352403765,0.151015679
17:13.1,42.9032,13.1465,8.7,2.7083927580870792,0.151025679
22:53.0,42.7277,13.2132,9.9,3.160260041619427,0.151035679
31:48.9,42.8032,13.205,9.6,2.39246944474689,0.151045679
34:55.5,42.6927,13.2733,10.0,2.5630996347619313,0.151055679
35:23.6,42.8952,13.007,10.1,2.299045580815312,0.151065679
39:41.7,42.8312,13.2078,6.4,2.6698082192006956,0.151075679
40:13.2,42.7627,13.0582,10.2,2.614760841495962,0.151085679
43:20.0,42.7157,13.1832,10.2,3.1654262532652684,0.151095679
47:48.1,42.9193,13.1485,9.7,2.3283329110393383,0.151105679
48:30.0,42.8018,13.1213,9.1,3.1037617337665218,0.151115679
50:10.6,42.8267,13.1363,10.0,2.9308792827770427,0.151125679
54:07.5,42.8965,13.1648,8.9,2.8251737788148805,0.151135679
55:18.9,42.8912,13.0942,7.9,2.7724206796921687,0.151145679
00:56.0,42.8775,13.1145,10.0,2.3481097410335776,0.151155679
04:57.6,42.8017,13.071,11.1,2.7356688815793957,0.151165679
07:10.2,42.8225,13.227,10.2,2.281540101327989,0.151175679
10:05.8,42.7777,13.0562,11.0,2.4456646431561477,0.151185679
11:50.1,42.829,13.2273,9.1,3.1332857238901943,0.151195679
13:52.0,42.7827,13.1197,10.4,2.250497858716605,0.151205679
16:01.4,42.8853,13.2012,7.5,2.212256255165364,0.151215679
19:52.7,42.8217,13.1333,9.4,2.9284099579414895,0.151225679
24:53.2,42.8058,13.0477,10.7,3.3,0.151235679
33:12.8,42.8637,13.1012,9.9,2.510720732964304,0.151245679
34:19.4,43.0257,13.0988,6.6,3.186478230063421,0.151255679
35:40.5,42.858,13.2197,8.7,2.172451487450469,0.151265679
41:31.2,42.7957,13.1067,10.6,2.3627642751175637,0.151275679
43:07.7,42.7958,13.1387,9.9,2.4776623106082853,0.151285679
44:35.6,42.801,13.2113,8.1,2.328945778653513,0.151295679
45:26.5,42.8458,13.0378,10.6,2.194281452635469,0.151305679
46:45.8,42.9172,13.1143,10.8,2.484592654295581,0.151315679
49:28.5,42.7158,13.2623,12.1,2.8008299926636147,0.151325679
51:40.2,42.9828,13.0692,10.2,2.7592240439294864,0.151335679
53:30.7,42.8867,13.1622,9.3,2.2686976151920866,0.151345679
55:06.1,42.8027,13.1458,8.9,2.601032678975786,0.151355679
56:40.6,42.7703,13.1733,11.2,2.7436694044879135,0.151365679
58:16.2,42.7667,13.095,10.8,2.1156122031472546,0.151375679
59:45.3,42.9002,13.1717,6.9,2.161417044178901,0.151385679
07:17.1,42.6717,13.2658,11.0,2.4323687363686273,0.151395679
09:23.7,42.8642,13.1018,9.4,2.987071341183655,0.151405679
17:52.7,42.5872,13.3562,19.0,2.791496164616357,0.151415679
20:24.5,42.7297,13.1898,10.1,2.78003317509454,0.151425679
21:31.3,42.8227,13.1983,13.1,2.4763928153349273,0.151435679
27:01.2,42.8432,13.1238,7.8,2.5453584003878857,0.151445679
39:52.5,42.7163,13.2803,12.4,2.9772879044607627,0.151455679
41:48.8,42.8402,13.2168,7.9,2.0440363021559973,0.151465679
49:23.8,42.8898,13.0335,10.2,2.023372708562233,0.151475679
52:41.2,42.9092,13.0663,11.1,2.9216415940293494,0.151485679
55:53.8,42.9458,13.1988,7.2,2.059396706860428,0.151495679
01:59.1,42.8317,13.0227,10.7,2.6013519067482944,0.151505679
06:36.7,42.8052,13.1325,11.5,2.482935531182421,0.151515679
09:04.6,42.8923,13.0345,9.7,2.1895079117061162,0.151525679
09:49.5,42.9537,13.1945,8.6,2.486768970071639,0.151535679
10:20.7,42.9548,13.1957,8.4,2.8524579653805575,0.151545679
14:13.4,42.8788,13.2088,8.6,2.8419263370840175,0.151555679
16:40.8,42.7592,13.1723,9.9,2.960273345063874,0.151565679
21:57.7,42.8548,13.2052,7.9,2.7885569031052935,0.151575679
24:57.1,42.8125,13.1002,10.0,2.974109283643158,0.151585679
27:37.6,42.811,13.1427,10.8,2.9049247361675796,0.151595679
28:04.2,42.9527,13.1983,9.1,2.608686596860827,0.151605679
29:34.6,42.8798,13.0947,10.5,2.9243032024761395,0.151615679
36:36.2,42.8542,13.0842,9.3,2.053463234082636,0.151625679
40:34.0,42.931,13.0588,10.0,2.5878292196198043,0.151635679
43:17.0,42.8108,13.1277,11.1,2.219195551355453,0.151645679
44:14.6,42.7025,13.1332,14.5,2.8122266733098225,0.151655679
46:58.3,42.7558,13.2135,10.2,2.564604161045884,0.151665679
48:19.0,42.8083,13.1307,10.6,2.265018985998762,0.151675679
53:49.5,42.9423,13.1868,6.5,2.379980363298646,0.151685679
56:36.9,42.8172,13.1642,10.1,2.6609156728826324,0.151695679
00:14.0,42.9648,13.1518,10.3,3.0929297415164014,0.151705679
01:37.4,42.828,13.2257,8.4,2.275274354319045,0.151715679
04:19.5,42.7893,13.1702,9.7,2.6157475421230956,0.151725679
05:27.1,42.787,13.1257,10.6,2.044394105084316,0.151735679
15:25.6,42.9317,13.212,10.2,3.1444384510945516,0.151745679
16:46.9,42.9313,13.0563,9.3,3.1731801314942647,0.151755679
22:09.3,42.9278,13.0198,10.9,2.335325615556592,0.151765679
26:41.8,42.7095,13.2505,12.6,2.0364707016626173,0.151775679
30:34.8,42.9018,13.1888,8.5,2.1716305811231775,0.151785679
34:30.1,42.7427,13.2163,10.3,2.041522782825306,0.151795679
37:38.3,42.7522,13.1755,9.3,2.277366551293349,0.151805679
44:45.2,42.9218,13.108,10.9,2.8691066424823126,0.151815679
45:20.2,42.9707,13.0602,9.5,2.6507185473321853,0.151825679
46:14.5,42.7965,13.1085,10.2,2.579764713801381,0.151835679
50:03.0,42.8117,13.125,10.7,2.447301337702255,0.151845679
53:23.9,43.0052,13.1402,9.5,3.0211837148759857,0.151855679
55:08.2,42.7012,13.2593,11.5,2.7310667295401894,0.151865679
59:01.1,42.8748,13.1112,10.5,2.9067412505390946,0.151875679
02:31.2,42.701,13.2098,12.9,2.8282390265425583,0.151885679
13:42.0,42.7422,13.2492,12.1,2.9955222998887505,0.151895679
17:31.6,42.7962,13.1802,10.0,2.492483876175654,0.151905679
17:43.6,42.8832,13.2172,7.1,2.3899944659747336,0.151915679
25:00.9,42.7927,13.1445,10.1,2.9009837851301894,0.151925679
32:20.8,42.8083,13.1097,11.1,2.9720465421255833,0.151935679
34:44.6,42.798,13.1812,10.0,2.091886908037303,0.151945679
35:48.5,42.663,13.2165,11.4,3.0607166049005503,0.151955679
36:47.6,42.8328,13.0898,11.2,2.7910214691084425,0.151965679
42:18.4,42.8107,13.0958,10.0,2.071959584920774,0.151975679
44:09.9,42.775,13.0317,10.4,2.7255412564203607,0.151985679
46:32.2,42.9088,13.2062,9.3,2.88425389962118,0.151995679
50:31.1,42.5958,13.3132,10.1,2.847308880763757,0.152005679
55:19.1,42.7653,13.054,10.9,2.536127916590135,0.152015679
56:28.5,42.8003,13.0568,9.7,2.2226890204024246,0.152025679
00:21.8,42.986,13.1475,8.9,2.100260382563042,0.152035679
01:46.7,43.0182,13.0578,8.8,2.3973737947359055,0.152045679
04:10.5,42.8802,13.2072,8.4,2.4462186447197705,0.152055679
05:34.3,42.777,13.0318,10.3,2.7877760399813116,0.152065679
09:51.5,42.8713,13.2333,9.8,2.3027471518224436,0.152075679
16:12.3,42.8788,13.0753,9.4,2.8425095980999746,0.152085679
19:05.7,42.9087,13.3088,24.6,3.7,0.152095679
21:25.8,42.908,13.3197,24.3,2.474014293217129,0.152105679
21:47.8,42.9087,13.3317,25.5,2.7605186652982994,0.152115679
23:02.4,42.9458,13.2098,8.8,2.843924341636481,0.152125679
24:56.5,42.8182,13.0517,9.8,2.156601274225772,0.152135679
27:58.5,43.0448,13.1352,8.4,2.4627748627246357,0.152145679
39:03.6,42.7873,13.1443,9.9,2.9989960915332947,0.152155679
41:27.3,42.9027,13.3113,24.7,3.014464911812965,0.152165679
47:24.6,42.8423,13.0902,9.4,2.43679891410561,0.152175679
48:13.0,42.7893,13.1923,11.3,2.1078814278042923,0.152185679
51:35.3,43.0172,13.0732,9.7,2.6337944419662596,0.152195679
53:23.4,42.7107,13.1118,11.2,2.086303512956553,0.152205679
58:44.2,42.9437,13.1772,9.5,2.7486724470145942,0.152215679
02:35.7,42.8552,13.0462,10.3,2.0822628263248064,0.152225679
09:15.3,42.5843,13.3522,19.4,3.1036802016021223,0.152235679
10:13.8,42.7833,13.1077,12.3,2.662968132650434,0.152245679
14:56.7,42.8113,13.1132,10.5,2.9250636892905497,0.152255679
16:50.7,42.5608,13.3538,13.5,2.009971927220858,0.152265679
19:34.2,42.8913,13.0825,19.0,2.4364106648607584,0.152275679
23:35.9,42.7477,13.276,12.0,2.936439911300621,0.152285679
30:12.0,42.8463,13.061,14.9,2.217523983362856,0.152295679
34:24.4,43.0603,13.0712,9.5,3.047112506947642,0.152305679
34:56.0,42.7735,13.1793,10.6,2.8821464780265833,0.152315679
35:58.5,42.9167,13.0277,10.1,2.6286982740055578,0.152325679
37:07.2,42.8222,13.1908,13.8,2.4210578458441128,0.152335679
43:19.1,42.6943,13.2523,11.8,2.391379293005062,0.152345679
46:00.1,42.6967,13.2543,12.4,2.7707249624982584,0.152355679
55:41.7,42.7758,13.1443,11.2,3.1501064951888296,0.152365679
57:40.5,42.8462,13.0372,10.5,2.9435518819638533,0.152375679
08:31.1,42.976,13.1017,12.1,2.4774304806777097,0.152385679
14:36.2,43.026,13.0797,11.2,3.1843737256057136,0.152395679
16:42.4,42.7902,13.2668,6.3,2.4208666527274665,0.152405679
23:02.9,42.9193,13.2063,9.5,2.3815211094570854,0.152415679
26:39.4,42.7327,13.2587,9.3,2.718765171710825,0.152425679
30:37.8,43.0317,13.1027,7.9,2.424183498267567,0.152435679
35:40.2,42.8068,13.1147,9.9,2.650185813474689,0.152445679
38:43.3,42.7507,13.1223,10.2,2.86178952346976,0.152455679
39:26.9,43.0633,13.1053,20.2,2.4665481734474866,0.152465679
40:54.1,42.7072,13.2318,10.7,2.1432283091727267,0.152475679
42:50.4,42.7472,13.2043,10.4,2.9445959969651527,0.152485679
44:17.4,43.0133,13.1378,8.1,2.51347182809615,0.152495679
44:57.7,43.0042,13.1348,7.2,2.310959904505111,0.152505679
54:15.9,42.7645,13.1553,11.8,2.8615917983756516,0.152515679
00:17.0,42.8062,13.1137,10.7,2.668479799339459,0.152525679
02:08.7,42.8987,13.1483,11.1,2.326405750571671,0.152535679
03:51.5,42.871,13.0562,10.0,2.7260338624509832,0.152545679
05:52.9,42.8592,13.2107,8.2,2.384699574539827,0.152555679
06:57.2,42.6868,13.2257,12.4,2.879221228038264,0.152565679
12:09.7,42.9868,13.1248,5.8,2.091048336428874,0.152575679
14:20.7,42.9408,13.1512,10.1,2.0970675892221022,0.152585679
15:33.7,42.867,13.0292,10.4,2.007279849534488,0.152595679
17:43.6,42.7302,13.1998,10.8,2.4826396182862718,0.152605679
18:37.9,42.7277,13.2683,12.9,2.949780722853106,0.152615679
18:56.2,42.8882,13.216,8.2,2.356694879879515,0.152625679
22:41.4,42.7758,13.1142,10.1,3.1018906303771976,0.152635679
23:23.9,42.885,13.075,12.0,3.061857129447998,0.152645679
36:05.5,43.0085,13.1428,9.4,3.6,0.152655679
43:33.3,43.0138,13.14,8.2,2.9249571915601402,0.152665679
45:47.6,43.0142,13.1407,8.2,2.0383211488918844,0.152675679
56:17.5,42.9272,13.015,11.0,2.887604707950833,0.152685679
56:40.1,42.8597,13.1888,10.2,3.0475997636563523,0.152695679
00:22.9,42.8015,13.1178,10.7,2.4011983653519677,0.152705679
08:44.5,42.6263,13.2857,8.2,2.812208037292734,0.152715679
16:15.5,42.7452,13.1192,8.5,2.450298783384909,0.152725679
16:55.7,42.871,13.1807,10.7,2.6419682370086615,0.152735679
21:17.1,42.9862,13.0827,13.9,2.9911266629410487,0.152745679
22:13.6,42.6962,13.1533,11.5,2.972273539680154,0.152755679
25:20.0,42.9598,13.1192,8.9,2.7018684188797573,0.152765679
27:14.9,42.9348,13.2132,9.0,2.911159627993955,0.152775679
32:50.8,42.9018,13.0487,9.7,2.905873609242286,0.152785679
35:51.6,42.8505,13.2252,8.5,2.0161465147266435,0.152795679
36:54.3,42.8117,13.0947,10.3,3.1293192200802022,0.152805679
42:11.4,43.0525,13.097,9.2,2.945936207120332,0.152815679
44:42.3,42.8998,13.1903,7.0,3.003392096400769,0.152825679
45:29.4,42.9383,13.1565,9.6,2.713589824198926,0.152835679
56:39.6,42.9995,13.1583,9.9,4.8,0.152845679
00:22.9,43.0098,13.1503,9.8,2.790280967277803,0.152855679
01:26.6,43.0077,13.1338,7.6,3.3,0.152865679
03:08.3,42.6388,13.1753,15.7,3.0216667620608577,0.152875679
04:31.9,42.961,13.1783,8.2,2.3156527896332153,0.152885679
05:52.9,42.8008,13.0962,10.3,2.081516304695075,0.152895679
07:24.2,42.9912,13.1492,9.6,3.5,0.152905679
11:03.5,42.951,13.1827,9.3,2.4345896043001325,0.152915679
14:38.2,42.9797,13.1615,9.3,2.199314884757085,0.152925679
18:33.6,43.034,13.0807,3.9,2.5232252549167993,0.152935679
21:32.1,42.7955,13.1722,14.6,2.862383253881822,0.152945679
23:38.9,42.7727,13.1455,10.6,2.0084867123741814,0.152955679
36:16.1,42.7842,13.1378,14.8,2.1571134478956697,0.152965679
38:21.4,42.8712,13.2023,8.6,2.9315874163895326,0.152975679
39:42.8,42.747,13.1118,14.4,2.1385349318356743,0.152985679
42:51.1,42.9473,13.1748,8.8,3.127829729376336,0.152995679
46:37.6,42.9108,13.1237,8.8,2.9598796090769195,0.153005679
48:29.0,42.8172,13.0807,10.8,2.2485227514156123,0.153015679
51:33.8,42.9472,13.1758,9.5,2.892975301695925,0.153025679
54:03.4,42.8157,13.0897,10.1,2.5539907067819554,0.153035679
58:20.3,42.8425,13.0575,9.6,2.3105433788288368,0.153045679
06:35.1,43.018,13.1462,8.6,3.0834253946146433,0.153055679
09:37.3,42.7365,13.2063,9.9,2.354595027311747,0.153065679
10:24.9,42.7302,13.1783,7.4,2.0657296527307385,0.153075679
11:42.5,43.0102,13.1187,8.9,2.751650650766604,0.153085679
17:27.5,42.597,13.2377,10.9,2.3947830563263772,0.153095679
19:56.9,42.7702,13.1835,10.2,3.102542976422192,0.153105679
22:10.9,42.8527,13.2188,9.9,2.216482112425656,0.153115679
27:18.6,42.8212,13.1397,11.1,2.3394544451260435,0.153125679
34:12.2,42.7467,13.2032,9.7,2.165338745479302,0.153135679
37:13.8,42.7213,13.2648,11.3,2.8664772682988815,0.153145679
44:41.0,42.8095,13.1253,11.1,2.536045137735801,0.153155679
49:52.7,42.7812,13.126,11.1,3.094933237880486,0.153165679
51:44.2,42.7905,13.1118,10.2,3.096238886541249,0.153175679
55:31.4,42.909,13.3385,23.8,2.8590033474995167,0.153185679
01:57.5,42.8582,13.1245,14.4,2.744762546172051,0.153195679
08:44.4,42.8048,13.286,9.8,2.287893071213991,0.153205679
09:53.8,42.8213,13.063,10.1,2.2169431479241486,0.153215679
15:40.8,42.7713,13.1348,11.1,2.14230614736463,0.153225679
16:03.0,42.7025,13.2298,12.1,3.100586866854939,0.153235679
18:52.6,42.8373,13.0573,10.1,2.132209486162808,0.153245679
22:44.3,42.8117,13.1532,9.9,2.4456470423039485,0.153255679
24:43.1,43.0402,13.0968,8.4,3.0415346963345113,0.153265679
28:30.4,42.804,13.0342,10.3,2.4949744520625434,0.153275679
31:54.0,42.7968,13.1435,10.0,2.700374588819135,0.153285679
34:23.1,42.8897,13.1333,10.9,2.591896127547473,0.153295679
46:22.4,42.7628,13.1875,11.1,3.049744708822887,0.153305679
00:28.3,42.8705,13.1187,7.5,2.3033035831525304,0.153315679
02:31.4,42.8722,13.1287,9.7,3.118992152687169,0.153325679
09:48.7,42.7748,13.0848,10.8,2.92264696963349,0.153335679
12:14.3,42.942,13.2075,9.3,2.0781910926776592,0.153345679
13:15.2,42.7968,13.1453,10.7,2.2999505570368792,0.153355679
22:23.8,42.7958,13.1073,10.7,3.025937360816262,0.153365679
29:43.8,42.9628,13.174,8.9,2.5851034004884426,0.153375679
32:43.5,42.7342,13.2063,11.7,2.999165017906884,0.153385679
34:42.5,42.6058,13.2303,11.0,3.1715026722910866,0.153395679
38:02.6,42.9487,13.1357,8.5,3.1102571417476126,0.153405679
40:40.1,42.8573,13.0407,10.0,2.743653827641005,0.153415679
41:51.5,42.6858,13.1525,13.2,2.0756227729223937,0.153425679
54:26.6,42.8002,13.1862,8.9,2.8684603349897313,0.153435679
56:55.0,42.7633,13.1393,17.8,2.451418359987962,0.153445679
00:53.2,42.703,13.186,11.6,2.430340276592234,0.153455679
04:34.8,42.9158,13.1403,10.3,2.2197494296655234,0.153465679
11:22.3,42.8222,13.1645,8.6,2.169914311024355,0.153475679
12:36.0,42.9308,13.2072,8.9,2.433185844254319,0.153485679
16:04.2,42.8062,13.118,10.5,2.1834246386052856,0.153495679
16:54.7,42.7742,13.1697,9.7,3.168664994317077,0.153505679
18:23.7,42.701,13.215,11.1,2.4838536573163603,0.153515679
18:50.2,42.8948,13.1405,8.9,2.102158965585798,0.153525679
21:13.1,42.8288,13.1713,10.0,2.172557009881873,0.153535679
26:17.6,42.7998,13.1798,9.6,2.923602849708021,0.153545679
31:51.1,42.7998,13.1248,10.3,2.0208723432171007,0.153555679
34:10.6,42.8168,13.0482,9.9,2.553109656638324,0.153565679
36:45.8,42.8618,13.0162,11.2,2.078735853730046,0.153575679
37:22.8,42.8517,13.0382,10.3,2.6489915618038955,0.153585679
39:10.6,42.7272,13.0273,10.5,2.8033194819659517,0.153595679
40:13.7,42.8378,13.0468,10.7,2.3416085452601325,0.153605679
42:20.3,42.8683,13.0638,9.7,2.1725956772320774,0.153615679
47:48.4,42.8008,13.0995,10.8,2.8812952368768427,0.153625679
49:59.6,42.8947,13.1942,7.4,2.8386320322476055,0.153635679
54:30.2,42.7132,13.2117,9.4,2.9584013174036308,0.153645679
11:00.0,42.7273,13.1727,10.0,2.017910945597466,0.153655679
11:52.6,42.9015,13.159,9.1,2.3801267814092064,0.153665679
13:47.3,42.8238,13.2947,10.2,2.032918339241906,0.153675679
15:37.6,42.7733,13.1788,10.0,2.849048479277251,0.153685679
25:19.3,42.7383,13.191,9.8,2.935613552022026,0.153695679
33:01.3,42.8993,13.0398,10.1,2.997751177097806,0.153705679
34:00.1,42.8067,13.133,10.9,2.6057691184722263,0.153715679
35:58.1,42.9045,13.202,9.2,2.557679094892822,0.153725679
38:06.1,42.9077,13.1403,11.0,2.7852779754248145,0.153735679
39:10.0,42.9698,13.1497,2.2,2.6175181016696705,0.153745679
41:52.2,42.74,13.24,10.5,3.1642419056180073,0.153755679
46:04.6,42.9132,13.2022,9.0,2.9767081832253717,0.153765679
50:43.3,42.9313,13.177,15.3,2.9283518921380005,0.153775679
53:26.6,42.8918,13.0148,10.7,2.5926230752585235,0.153785679
59:23.8,42.8102,13.2042,9.6,2.523111192010057,0.153795679
18:31.2,42.9128,13.1377,9.3,2.2588386946793406,0.153805679
31:06.3,42.7677,13.1427,10.1,2.6599304102532146,0.153815679
33:46.4,42.8592,13.0438,10.1,2.4522387693101324,0.153825679
38:08.8,42.8847,13.0877,10.7,3.1210242886665363,0.153835679
39:10.4,42.7853,13.1602,9.6,2.349024423084699,0.153845679
40:33.0,42.7423,13.2003,10.2,3.0713500069713398,0.153855679
43:24.0,42.787,13.1332,11.1,2.908401787065134,0.153865679
45:16.6,42.8528,13.1473,10.7,3.070800978863338,0.153875679
49:12.0,42.6833,13.198,13.0,3.1875579995961347,0.153885679
54:19.2,42.9858,13.1305,9.2,2.417407082903937,0.153895679
55:58.1,42.8285,13.0587,10.7,2.7891467934917733,0.153905679
00:24.6,42.7148,13.2107,13.3,2.4607361131279717,0.153915679
03:31.2,43.0577,13.075,9.3,2.237642765842793,0.153925679
05:30.5,42.9078,13.2052,8.9,2.0806133468469263,0.153935679
09:10.8,42.8543,13.0435,9.4,2.7824883345816316,0.153945679
09:33.9,42.7802,13.2127,9.9,2.9310434305457447,0.153955679
13:43.5,42.9047,13.1693,8.9,3.6,0.153965679
20:22.9,42.9027,13.1668,7.3,2.954049339475305,0.153975679
28:56.9,42.8112,13.0977,9.3,2.6555997116238355,0.153985679
30:03.0,42.723,13.2107,10.2,2.4256967781620276,0.153995679
31:02.1,42.824,13.0037,9.8,2.558375172758221,0.154005679
37:18.2,42.8013,13.1388,10.2,2.0739590193667246,0.154015679
44:13.8,42.9267,13.0258,10.9,3.035932010522307,0.154025679
46:11.9,42.8583,13.0447,10.0,2.2328782504360793,0.154035679
53:39.1,42.7348,13.1457,9.5,2.285161423803122,0.154045679
54:42.3,42.7427,13.2748,8.5,2.662799341453474,0.154055679
00:50.2,42.8042,13.1308,10.7,2.419768487806115,0.154065679
00:59.4,42.7948,13.1053,11.6,3.3,0.154075679
08:32.3,42.8992,13.1542,9.0,2.913287407104529,0.154085679
08:58.3,42.8283,13.0612,11.1,2.2948950130432517,0.154095679
13:24.5,42.9143,13.2332,10.6,2.934362210270275,0.154105679
13:53.3,42.8172,13.1302,12.5,2.8541432195925864,0.154115679
15:38.1,42.8503,13.0995,9.8,2.6992150083380526,0.154125679
24:47.0,42.982,13.1435,8.7,2.742896304917401,0.154135679
29:55.9,42.8928,13.0492,10.3,2.5199436542035913,0.154145679
30:30.4,42.9328,13.2082,9.2,2.360483192567164,0.154155679
33:50.6,42.9152,13.1415,8.6,2.4197412469241377,0.154165679
39:49.5,42.7547,13.123,7.5,2.4274106283140235,0.154175679
42:07.4,42.8852,13.027,10.5,2.6099957163799488,0.154185679
43:31.6,42.77,13.1552,13.3,2.371604542558711,0.154195679
44:18.4,42.7912,13.0787,10.4,2.2469550811291,0.154205679
52:35.5,42.7005,13.1522,13.5,3.1774109511824804,0.154215679
02:40.0,42.7253,13.2003,10.5,2.6599615096936997,0.154225679
04:34.6,42.8802,13.0763,11.3,2.3753100432292924,0.154235679
05:34.4,42.8017,13.0993,10.7,3.3,0.154245679
06:59.8,42.8067,13.0992,13.0,2.561595558375797,0.154255679
